tst1,23, Private, 122272, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 30, United-States,?
tst223,34, Private, 94235, Bachelors, 13, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States,?
tst224,34, Private, 275438, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5178, 0, 40, United-States,?
tst225,20, Self-emp-not-inc, 186014, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 12, Germany,?
tst226,21, Private, 237651, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, United-States,?
tst227,25, Private, 306666, Some-college, 10, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 45, United-States,?
tst228,54, Local-gov, 137691, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst229,26, Private, 76996, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 38, United-States,?
tst230,20, ?, 307149, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 35, United-States,?
tst231,41, Private, 125461, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst232,45, Private, 449354, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst233,51, Private, 162632, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 7298, 0, 60, United-States,?
tst234,54, Private, 100933, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States,?
tst235,37, Private, 143058, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst236,20, Private, 246250, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst237,39, Private, 140854, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst238,45, Private, 123681, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst239,56, Private, 184553, 10th, 6, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 56, United-States,?
tst240,50, Self-emp-not-inc, 146603, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst241,29, Private, 107458, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst242,33, Private, 208180, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst243,27, Private, 37088, Assoc-acdm, 12, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst244,22, Private, 201799, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States,?
tst245,20, Private, 120601, HS-grad, 9, Never-married, Transport-moving, Own-child, Black, Male, 0, 0, 40, United-States,?
tst246,47, Private, 121958, 7th-8th, 4, Married-spouse-absent, Other-service, Unmarried, White, Female, 0, 0, 30, United-States,?
tst247,34, Private, 34374, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst248,33, Local-gov, 147654, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States,?
tst249,59, Private, 227386, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst250,33, Private, 157747, 9th, 5, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 70, United-States,?
tst251,60, Self-emp-not-inc, 88570, Assoc-voc, 11, Married-civ-spouse, Transport-moving, Wife, White, Female, 0, 0, 15, Germany,?
tst252,32, Federal-gov, 125856, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States,?
tst253,31, Private, 211334, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 2407, 0, 65, United-States,?
tst254,70, ?, 173736, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 6, United-States,?
tst255,26, Private, 150361, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst256,56, Private, 191917, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, White, Female, 4101, 0, 40, United-States,?
tst257,42, Self-emp-not-inc, 174216, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, United-States,?
tst258,26, Private, 282304, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst259,37, Private, 38468, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst260,44, Local-gov, 188808, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst261,21, Private, 207923, Some-college, 10, Married-spouse-absent, Adm-clerical, Own-child, White, Female, 0, 0, 15, United-States,?
tst262,46, Federal-gov, 340718, 11th, 7, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst263,22, Private, 445758, 5th-6th, 3, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, Mexico,?
tst264,53, Private, 127671, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst265,38, Private, 172571, Some-college, 10, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 58, Poland,?
tst266,33, Private, 205649, Assoc-acdm, 12, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 20, United-States,?
tst267,40, Private, 217120, 10th, 6, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst268,57, Private, 372967, 10th, 6, Divorced, Adm-clerical, Other-relative, White, Female, 0, 0, 70, Germany,?
tst269,32, Local-gov, 87310, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 41, United-States,?
tst270,49, Local-gov, 194895, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 7298, 0, 40, United-States,?
tst271,18, Private, 242893, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 35, United-States,?
tst272,76, Self-emp-not-inc, 33213, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, ?,?
tst273,25, ?, 262245, Assoc-voc, 11, Never-married, ?, Own-child, White, Female, 3418, 0, 40, United-States,?
tst274,27, ?, 330132, HS-grad, 9, Never-married, ?, Not-in-family, White, Female, 0, 0, 25, United-States,?
tst275,24, Private, 192017, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 30, United-States,?
tst276,20, Private, 309580, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States,?
tst277,19, Private, 42750, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 55, United-States,?
tst278,44, Private, 139907, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 50, United-States,?
tst279,37, Private, 227128, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst280,27, Private, 175262, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States,?
tst281,31, Private, 202822, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst282,29, Private, 148550, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst283,19, ?, 308064, HS-grad, 9, Never-married, ?, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst284,46, Private, 328669, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 42, United-States,?
tst285,46, Private, 267107, 5th-6th, 3, Married-civ-spouse, Craft-repair, Wife, White, Female, 0, 0, 45, Italy,?
tst286,18, ?, 23233, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States,?
tst287,36, Private, 154669, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 55, United-States,?
tst288,19, Private, 218956, HS-grad, 9, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States,?
tst289,53, Federal-gov, 276868, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States,?
tst290,60, Private, 63296, Masters, 14, Divorced, Prof-specialty, Other-relative, Black, Male, 0, 0, 40, United-States,?
tst291,18, Private, 201901, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 10, United-States,?
tst292,43, Self-emp-not-inc, 183479, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 30, United-States,?
tst293,27, Private, 29261, Assoc-acdm, 12, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States,?
tst294,50, Private, 128378, 5th-6th, 3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 55, ?,?
tst295,46, Private, 191357, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst296,31, Private, 177675, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst297,57, Private, 329792, 7th-8th, 4, Divorced, Transport-moving, Unmarried, White, Male, 0, 0, 75, United-States,?
tst298,53, State-gov, 53197, Doctorate, 16, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States,?
tst299,32, Self-emp-not-inc, 174789, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States,?
tst300,19, Private, 93604, 7th-8th, 4, Never-married, Craft-repair, Own-child, White, Male, 0, 1602, 32, United-States,?
tst301,32, Private, 249550, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 44, United-States,?
tst302,55, Private, 160662, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 80, United-States,?
tst303,32, Private, 373263, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States,?
tst304,47, Self-emp-not-inc, 118506, Bachelors, 13, Married-civ-spouse, Exec-managerial, Own-child, White, Male, 0, 0, 60, United-States,?
tst305,42, Private, 413297, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst306,76, ?, 211574, 10th, 6, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 1, United-States,?
tst307,39, Private, 52645, Some-college, 10, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States,?
tst308,45, Private, 169180, Some-college, 10, Widowed, Other-service, Unmarried, White, Female, 0, 0, 45, United-States,?
tst309,35, Private, 99357, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 15024, 0, 50, United-States,?
tst310,62, Private, 224953, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States,?
tst311,20, Private, 159297, Some-college, 10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, 0, 0, 15, United-States,?
tst312,29, Private, 38353, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States,?
tst313,52, Private, 99307, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 3103, 0, 48, United-States,?
tst314,34, Private, 157747, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 40, United-States,?
tst315,67, ?, 183374, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 2329, 0, 15, United-States,?
tst316,27, Local-gov, 223529, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 43, United-States,?
tst317,37, Private, 259284, HS-grad, 9, Never-married, Transport-moving, Not-in-family, Black, Male, 0, 0, 50, United-States,?
tst318,41, Private, 116391, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst319,39, Private, 91711, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst320,45, Local-gov, 236586, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 55, United-States,?
tst321,63, Private, 88653, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?,?
tst322,51, Private, 332243, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst323,18, Self-emp-not-inc, 60981, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 4, United-States,?
tst324,54, State-gov, 44172, HS-grad, 9, Separated, Exec-managerial, Unmarried, White, Female, 0, 0, 38, United-States,?
tst325,27, Private, 159724, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst326,33, Private, 67072, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst327,41, Private, 280167, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 70, United-States,?
tst328,20, ?, 298155, Some-college, 10, Never-married, ?, Own-child, Black, Female, 0, 0, 40, United-States,?
tst329,70, Local-gov, 176493, Some-college, 10, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 17, United-States,?
tst330,43, Private, 303051, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States,?
tst331,54, Federal-gov, 51048, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst332,29, Private, 464536, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States,?
tst333,50, Self-emp-inc, 321822, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 75, United-States,?
tst334,44, Self-emp-not-inc, 171424, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 2205, 35, United-States,?
tst335,43, Private, 313022, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 4386, 0, 40, United-States,?
tst336,40, Private, 153372, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst337,56, Self-emp-inc, 70720, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 27828, 0, 60, United-States,?
tst338,72, Self-emp-inc, 473748, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 25, United-States,?
tst339,57, Private, 182677, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 4508, 0, 40, South,?
tst340,58, Private, 178644, HS-grad, 9, Widowed, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States,?
tst341,26, Private, 173927, Assoc-voc, 11, Never-married, Prof-specialty, Own-child, Other, Female, 0, 0, 60, Jamaica,?
tst342,42, Private, 50018, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, ?,?
tst343,75, Self-emp-not-inc, 146576, Bachelors, 13, Widowed, Prof-specialty, Unmarried, White, Male, 0, 0, 48, United-States,?
tst344,33, Local-gov, 115488, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States,?
tst345,27, Private, 107236, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States,?
tst346,32, Private, 100135, Bachelors, 13, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 32, United-States,?
tst347,24, Private, 284317, Bachelors, 13, Never-married, Other-service, Own-child, White, Female, 0, 0, 30, United-States,?
tst348,38, Private, 107630, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst349,54, Self-emp-inc, 124963, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst350,28, Private, 259840, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States,?
tst351,44, Private, 104440, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst352,35, Private, 141896, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst353,47, Private, 287480, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst354,24, Private, 117583, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 48, United-States,?
tst355,36, Private, 357619, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 60, Germany,?
tst356,20, Private, 42706, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 25, United-States,?
tst357,21, Private, 99199, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 32, United-States,?
tst358,33, Local-gov, 224185, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst359,45, Private, 138626, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 1876, 50, United-States,?
tst360,44, Private, 239876, Bachelors, 13, Divorced, Prof-specialty, Unmarried, Black, Male, 0, 0, 40, United-States,?
tst361,35, Private, 110668, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female, 0, 0, 35, United-States,?
tst362,40, Private, 135056, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States,?
tst363,31, Private, 191001, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst364,47, Self-emp-inc, 483596, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 2885, 0, 32, United-States,?
tst365,40, Federal-gov, 163215, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, ?,?
